ISRICSOILGRIDS_new_average_soilorganiccarboncontent_reduced,x,y
52.0,126.45834345,49.79167065
119.0,100.62500805,61.04167155
34.0,30.62500245,-30.20833575
136.0,37.29166965,55.62500445
34.0,-111.45834225,43.95833685
14.0,114.37500915,33.95833605
-9999.0,142.70834475,-38.95833645
18.0,-108.95834205,42.29167005
-9999.0,10.62500085,64.79167185
78.0,108.54167535,55.20833775
16.0,31.04166915,-24.79166865
96.0,41.45833665,64.79167185
83.0,16.45833465,57.70833795
-9999.0,46.04167035,67.29167205
154.0,-144.79167825,60.20833815
71.0,32.70833595,58.54167135
59.0,-119.79167625,50.20833735
86.0,109.79167545,50.62500405
180.0,99.37500795,58.12500465
157.0,46.04167035,55.62500445
15.0,112.70834235,34.37500275
213.0,-150.20834535,61.45833825
14.0,-114.37500915,41.04166995
48.0,20.62500165,40.62500325
15.0,116.04167595,38.12500305
96.0,106.04167515,-1.87500015000001
78.0,132.70834395,48.95833725
17.0,-80.62500645,34.79166945
79.0,-71.45833905,46.87500375
79.0,-88.54167375,48.95833725
26.0,-93.95834085,38.95833645
28.0,146.04167835,-32.70833595
87.0,55.20833775,54.37500435
-9999.0,-88.12500705,56.87500455
129.0,58.54167135,66.87500535
54.0,106.87500855,15.20833455
112.0,-78.54167295,45.62500365
24.0,-103.54167495,44.79167025
-9999.0,114.79167585,-8.12500065
79.0,109.37500875,59.79167145
179.0,21.04166835,67.70833875
47.0,-120.20834295,48.12500385
16.0,18.95833485,-32.70833595
-9999.0,-73.95833925,65.62500525
-9999.0,163.54167975,58.95833805
165.0,145.20834495,65.62500525
169.0,49.37500395,63.12500505
115.0,-72.70833915,68.12500545
27.0,97.29167445,31.04166915
225.0,111.45834225,1.87500014999999
-9999.0,-61.04167155,49.37500395
146.0,42.70833675,66.04167195
21.0,-99.79167465,16.87500135
89.0,59.37500475,64.79167185
139.0,-62.29167165,56.04167115
-9999.0,-55.62500445,46.45833705
208.0,140.62501125,75.62500605
82.0,58.54167135,56.04167115
82.0,132.29167725,57.29167125
37.0,40.62500325,44.79167025
244.0,-131.87501055,67.29167205
22.0,116.04167595,32.29166925
34.0,9.79166744999998,51.87500415
108.0,129.79167705,47.29167045
-9999.0,-55.62500445,53.54167095
-9999.0,128.54167695,27.70833555
78.0,-141.04167795,63.95833845
145.0,-68.12500545,57.29167125
169.0,-153.54167895,66.45833865
27.0,-6.04166715000002,41.04166995
120.0,86.45834025,68.95833885
261.0,171.87501375,65.20833855
379.0,-134.37501075,66.87500535
117.0,-21.87500175,66.04167195
30.0,125.20834335,52.70833755
290.0,21.87500175,59.79167145
79.0,32.29166925,57.29167125
-9999.0,-162.70834635,54.37500435
95.0,-57.29167125,49.79167065
-9999.0,173.95834725,-36.45833625
89.0,44.37500355,54.37500435
-9999.0,26.04166875,37.29166965
352.0,-118.54167615,58.95833805
172.0,67.70833875,66.45833865
14.0,123.12500985,-33.12500265
26.0,-102.29167485,30.20833575
-9999.0,4.37500034999999,52.70833755
120.0,99.37500795,73.54167255
-9999.0,-61.87500495,44.79167025
127.0,-72.70833915,64.37500515
-9999.0,17.70833475,57.70833795
303.0,86.04167355,73.54167255
109.0,-75.62500605,47.29167045
-9999.0,122.70834315,36.87500295
-9999.0,-134.37501075,56.04167115
73.0,133.95834405,54.79167105
112.0,-73.12500585,50.62500405
21.0,22.29166845,48.12500385
-9999.0,128.54167695,33.12500265
13.0,-104.37500835,21.45833505
28.0,13.95833445,42.70833675
99.0,164.79167985,61.04167155
112.0,140.62501125,51.87500415
110.0,38.54166975,55.62500445
-9999.0,129.37501035,-13.95833445
65.0,-130.20834375,63.54167175
145.0,-106.04167515,54.37500435
37.0,12.70833435,48.54167055
104.0,157.70834595,53.95833765
25.0,113.12500905,49.37500395
126.0,-71.45833905,51.87500415
94.0,90.62500725,72.29167245
-9999.0,119.79167625,-10.62500085
-9999.0,-146.45834505,59.79167145
-9999.0,-4.79166705,48.95833725
32.0,7.70833395,44.37500355
120.0,173.12501385,68.95833885
118.0,-69.37500555,49.37500395
190.0,54.37500435,66.87500535
51.0,-73.95833925,45.62500365
105.0,50.20833735,67.70833875
-9999.0,90.62500725,21.87500175
210.0,36.45833625,51.45833745
-9999.0,124.37500995,39.79166985
18.0,149.79167865,-34.79166945
129.0,-65.62500525,56.87500455
66.0,-121.87500975,53.12500425
126.0,-151.87501215,61.45833825
24.0,-107.70834195,46.04167035
123.0,99.79167465,70.20833895
160.0,18.12500145,58.95833805
188.0,28.12500225,56.87500455
-9999.0,-21.04166835,76.04167275
-9999.0,35.62500285,-21.87500175
-9999.0,20.62500165,57.29167125
32.0,131.04167715,-8.12500065
-9999.0,-16.04166795,66.87500535
-9999.0,-126.87501015,49.37500395
-9999.0,31.87500255,60.62500485
57.0,113.54167575,38.54166975
75.0,-56.45833785,47.70833715
54.0,120.20834295,46.45833705
168.0,87.29167365,66.45833865
59.0,-124.37500995,52.70833755
117.0,126.04167675,57.70833795
-9999.0,103.54167495,5.20833374999999
37.0,-111.45834225,42.70833675
149.0,-72.29167245,53.12500425
26.0,29.37500235,45.62500365
-9999.0,151.87501215,58.54167135
95.0,-76.45833945,-8.95833405
112.0,38.54166975,67.29167205
183.0,-45.62500365,61.45833825
-9999.0,49.37500395,38.12500305
-9999.0,-61.45833825,57.70833795
209.0,-81.87500655,63.95833845
34.0,30.20833575,-26.04166875
-9999.0,-169.37501355,66.04167195
17.0,-91.04167395,38.54166975
19.0,108.12500865,35.62500285
21.0,-119.79167625,43.95833685
213.0,80.62500645,67.29167205
53.0,130.20834375,44.79167025
179.0,-76.45833945,55.20833775
87.0,132.29167725,56.04167115
167.0,-100.62500805,67.29167205
74.0,130.20834375,50.20833735
0.0,-101.45834145,17.70833475
45.0,-112.29167565,53.54167095
188.0,-109.37500875,61.87500495
45.0,-88.54167375,41.45833665
69.0,98.54167455,2.29166685
45.0,104.37500835,25.62500205
75.0,28.54166895,52.29167085
12.0,-114.79167585,39.37500315
82.0,53.95833765,72.29167245
-9999.0,-69.37500555,41.87500335
-9999.0,14.37500115,67.70833875
8.0,-103.12500825,29.37500235
51.0,129.37501035,35.62500285
94.0,108.12500865,49.37500395
69.0,61.87500495,56.87500455
46.0,13.12500105,46.04167035
97.0,9.79166744999998,54.79167105
231.0,-130.62501045,53.54167095
108.0,100.62500805,70.62500565
98.0,-107.29167525,65.62500525
160.0,21.45833505,61.04167155
-9999.0,-77.29167285,56.45833785
